!|.--> 35
#|#--> 62
$|$--> 3842
Brian|NNP--> 11
Brideshead|NNP--> 1
Bridge|NNP--> 6
Bridgeport|NNP--> 1
Bridgers|NNP--> 1
Brief|NN--> 1
Brigham|NNP--> 1
Bright|JJ--> 1
Brissette|NNP--> 2
Bristol|NNP--> 1
Bristol-Myers|NNP--> 4
Britain|NNP--> 98
British|JJ--> 135
British|NNP--> 43
British|NNPS--> 4
British|NNS--> 1
British-based|JJ--> 1
British-born|JJ--> 1
British-owned|JJ--> 2
Britoil|NNP--> 1
Britto|NNP--> 1
Britton|NNP--> 1
Brizola|NNP--> 2
Broad|NNP--> 5
Broadcast|NNP--> 2
Broadcasters|NNPS--> 1
Broadcasters|NNS--> 1
Broadcasting|NNP--> 23
Broader|JJR--> 1
Broadstar|NNP--> 1
Broadway|NNP--> 4
Broberg|NNP--> 3
Brockville|NNP--> 2
Broder|NNP--> 2
Broderick|NNP--> 7
Broiler|NN--> 1
Brokerage|NNP--> 1
Brokers|NNPS--> 1
Bromley|NNP--> 2
Bronces|NNP--> 1
Bronco|NNP--> 1
Broncos|NNS--> 1
Bronfman|NNP--> 8
Bronfmans|NNP--> 1
Bronner|NNP--> 2
Bronx|NNP--> 2
Brook|NNP--> 2
Brooke|NNP--> 2
Brookings|NNP--> 5
Brooklyn|NNP--> 11
Brooks|NNP--> 35
Brophy|NNP--> 1
Bros|NNP--> 2
Bros|NNPS--> 1
Bros.|NNP--> 3
Bros.|NNPS--> 2
Brothers|NNP--> 18
Brothers|NNPS--> 47
Brouwer|NNP--> 2
Broward|NNP--> 1
Brown|NNP--> 45
Brown-Forman|NNP--> 3
Browning|NNP--> 2
Browns|NNP--> 1
Brozman|NNP--> 3
Bruce|NNP--> 8
Brunei|NNP--> 1
Bruner|NNP--> 2
Bruno|NNP--> 2
Brunswick|NNP--> 9
Brunswig|NNP--> 1
Brush|NNP--> 2
Brussels|NNP--> 13
Bryan|NNP--> 1
Bryant|NNP--> 8
Bryner|NNP--> 1
Bucaramanga|NNP--> 1
Buchanan|NNP--> 1
Buchner|NNP--> 3
Buchwald|NNP--> 2
Buck|NNP--> 1
Buckley|NNP--> 2
Bucknell|NNP--> 1
Bud|NNP--> 3
Budapest|JJS--> 1
Budapest|NNP--> 2
Buddy|NNP--> 6
Budget|NN--> 1
Budget|NNP--> 12
Budgeting|NNP--> 1
Budweiser|NNP--> 2
Buell|NNP--> 1
Buente|NNP--> 1
Buffalo|NNP--> 1
Buffets|NNS--> 1
Buffett|NNP--> 1
Bufton|NNP--> 1
Bugs|NNS--> 1
Buhrmann-Tetterode|NNP--> 1
Buick|NNP--> 1
Builders|NNPS--> 1
Building|NN--> 1
Building|NNP--> 2
Building|VBG--> 1
Buildings|NNS--> 1
Built|VBN--> 1
Bull|NNP--> 3
Bulletin|NNP--> 1
Bullion|NNP--> 1
Bullock|NNP--> 2
Bullocks|NNP--> 2
Bulls|NNPS--> 1
Bumpers|NNP--> 1
Bundesbank|NNP--> 6
Bunker|NNP--> 2
Bunting|NNP--> 2
Buoyed|VBN--> 1
Burbank|NNP--> 1
Burchette|NNP--> 1
Bureau|NNP--> 17
Burford|NNP--> 2
Burger|NNP--> 7
Burgess|NNP--> 9
Buried|VBN--> 1
Burk|NNP--> 1
Burke|NNP--> 2
Burkina|NNP--> 1
Burlington|NNP--> 1
Burmah|NNP--> 2
Burnand|NNP--> 2
Burned|VBN--> 1
Burnham|NNP--> 27
Burns|NNP--> 4
Burr|NNP--> 3
Burroughs|NNP--> 4
Burt|NNP--> 4
Burton|NNP--> 1
Burzon|NNP--> 1
Bus|NN--> 2
Bus|NNP--> 1
Busch|NNP--> 2
Busey|NNP--> 1
Bush|NNP--> 226
Business|NN--> 9
Business|NNP--> 43
Businesses|NNS--> 2
Businessland|NNP--> 3
Businessmen|NNS--> 1
Bussieres|NNP--> 2
Buster|NNP--> 1
But|CC--> 1058
But|NNP--> 1
Butane|NN--> 1
Butch|NNP--> 1
Butcher|NNP--> 1
Butowsky|NNP--> 1
Butterfinger|NNP--> 4
Buyer|NNP--> 1
Buyers|NNS--> 2
Buying|NN--> 3
Buying|NNP--> 3
Buying|VBG--> 4
Buzzy|NNP--> 1
By|IN--> 80
By|RB--> 1
Byrd|NNP--> 5
Byrne|NNP--> 1
Byron|NNP--> 2
C|$--> 1
C|NNP--> 6
C$|$--> 62
C&D|NNP--> 1
C&P|NNP--> 1
C-12|NN--> 1
C-17|NNP--> 1
C-SPAN|NNP--> 1
C.|NNP--> 26
C.B.|NNP--> 1
C.D.s|NNPS--> 1
C.D.s|NNS--> 5
C.J.|NNP--> 2
C.K.|NNP--> 1
C.R.|NNP--> 1
CALIFORNIA|NNP--> 1
CALL|JJ--> 3
CALL|NN--> 1
CALL|NNP--> 2
CALLED|VBN--> 1
CAMBREX|NNP--> 1
CANCER|NNP--> 1
CAPITAL|NN--> 1
CAPITAL|NNP--> 1
CB|NNP--> 1
CBI|NNP--> 1
CBOE|NNP--> 6
CBS|NNP--> 100
CBS-owned|JJ--> 1
CD|NN--> 14
CD|NNP--> 26
CD-type|JJ--> 2
CDC|NNP--> 1
CDU|NNP--> 1
CDs|NNP--> 1
CDs|NNPS--> 12
CDs|NNS--> 25
CEO|NN--> 1
CEO|NNP--> 4
CERTIFICATES|NNPS--> 1
CERTIFICATES|NNS--> 5
CF6-6|NNP--> 2
CFC|NNP--> 3
CFC-11|NN--> 1
CFC-12|NN--> 1
CFCs|NNP--> 12
CFCs|NNPS--> 1
CFCs|NNS--> 8
CFD|NNP--> 1
CFTC|NNP--> 13
CHECKOFF|NN--> 1
CHECKOFF|NNP--> 1
CHEMICAL|NNP--> 1
CHICAGO|NNP--> 2
CHIEF|JJ--> 1
CHW|NNP--> 1
CIA|NNP--> 15
CLAUSE|NN--> 2
CLUBS|NNS--> 1
CMS|NNP--> 7
CNW|NNP--> 4
COCOA|NN--> 3
COFFEE|NN--> 1
COMMERCIAL|JJ--> 8
COMMERCIAL|NNP--> 4
COMPANIES|NNS--> 1
COMPANY|NNP--> 1
CONFRONTATIONS|NNS--> 1
CONGRESSIONAL|JJ--> 1
CONSUMER|NN--> 1
CONTROL|NNP--> 1
COPPER|NN--> 1
CORP|NNP--> 5
CORP.|NNP--> 3
CORPORATE|JJ--> 1
COTTON|NN--> 1
COURT|NN--> 1
COURTS|NNS--> 1
CRA|NNP--> 3
CRAF-Cassini|NNP--> 1
CRAY|NNP--> 1
CRESTMONT|NNP--> 1
CRIME|NN--> 1
CROSS-BRED|VBD--> 1
CRRES|NNP--> 2
CRs|NNS--> 1
CS|NNP--> 10
CSFB|NNP--> 1
CSX|NNP--> 1
CULPA|NNP--> 1
CVB|NNP--> 1
CVN|NNP--> 3
CWA|NNP--> 2
Ca.|NNP--> 1
Cabinet|NNP--> 1
Cable|NNP--> 14
Cablevision|NNP--> 3
Cadbury|NNP--> 2
Cadillac|NN--> 1
Cadillac|NNP--> 1
Cadwell|NNP--> 1
Caesarean|JJ--> 1
Caesars|NNP--> 4
Cafe|NNP--> 1
Cage|NNP--> 1
Cagliari|NNP--> 1
Cahoon|NNP--> 1
Cairenes|NNPS--> 1
Cairo|NN--> 1
Cairo|NNP--> 8
Caisse|NNP--> 1
Caitlin|NNP--> 1
CalFed|NNP--> 1
Caleb|NNP--> 1
Calgary|NNP--> 6
Calgary-based|JJ--> 6
Calgene|NNP--> 3
Calgon|NNP--> 1
Calif|NNP--> 20
Calif.|NNP--> 53
Calif.-based|JJ--> 2
California|JJ--> 1
California|NNP--> 126
California-based|JJ--> 4
California-bashing|JJ--> 1
Californians|NNPS--> 3
Call|NN--> 1
Call|VB--> 6
Callas|NNP--> 1
Called|VBN--> 2
Callender|NNP--> 1
Calling|VBG--> 1
Callum|NNP--> 1
Cambodia|NNP--> 2
Cambodian|JJ--> 2
Cambrex|NNP--> 1
Cambria|NNP--> 11
Cambrian|NNP--> 1
Cambridge|NNP--> 8
Camera|NN--> 1
Camera|NNP--> 1
Camerino|NNP--> 1
Camp|NNP--> 5
Campaign|NN--> 1
Campaign|NNP--> 2
Campaneris|NNP--> 4
Campbell|NNP--> 1
Campeau|NN--> 3
Campeau|NNP--> 49
Campeau-related|JJ--> 1
Campion|NNP--> 1
Camry|NNP--> 1
Camrys|NNPS--> 1
Can|MD--> 5
Canaan|NNP--> 2
Canada|NNP--> 93
Canadian|JJ--> 86
Canadian|NN--> 1
Canadian|NNP--> 17
Canadians|NNPS--> 1
Cananea|NNP--> 4
Canberra|NNP--> 1
Cancer|NN--> 1
Cancer|NNP--> 7
Candace|NNP--> 1
Candice|NNP--> 1
Candid|JJ--> 1
Candlestick|NNP--> 2
Candu|NNP--> 1
Canner|NNP--> 1
Cannes|NNP--> 2
Cannon|NNP--> 2
Cano|NNP--> 1
Canon|NNP--> 1
Canonie|NNP--> 3
Canter|NNP--> 2
Cantobank|NNP--> 1
Canton|NNP--> 4
Cantor|NNP--> 4
Canyon|NNP--> 1
Cap|NNP--> 1
Capacitors|NNP--> 1
Capel|NNP--> 8
Capistrano|NNP--> 1
Capital|NN--> 6
Capital|NNP--> 94
Capitol|NNP--> 12
Caprice|NNP--> 1
Car|NN--> 4
Car|NNP--> 3
Cara|NNP--> 1
Caracas|NNP--> 1
Carbide|NNP--> 10
Carbon|NNP--> 1
Card|NNP--> 2
Cardiff|NNP--> 1
Cardillo|NNP--> 3
Cardin|NNP--> 1
Cardinal|NNP--> 1
Cardinals|NNPS--> 1
Care|NN--> 1
Care|NNP--> 19
Care-Unit|NNP--> 1
Career|NNP--> 1
Careers|NNS--> 1
Carew|NNP--> 4
Carews|NNPS--> 1
Cargill|NNP--> 2
Caribbean|NNP--> 4
Carisbrook|NNP--> 1
Carl|NNP--> 20
Carla|NNP--> 2
Carlos|NNP--> 9
Carlton|NNP--> 1
Carltons|NNPS--> 1
Carmen|NNP--> 1
Carmichael|NNP--> 2
Carmon|NNP--> 3
Carnegie|NNP--> 4
Carnegie-Mellon|NNP--> 1
Carnival|NN--> 1
Carnival|NNP--> 12
Carol|NNP--> 9
Carolina|NNP--> 19
Carolinas|NNPS--> 4
Caroline|NNP--> 1
Carolyn|NNP--> 2
Carpenter|NNP--> 20
Carr|NNP--> 3
Carre|NNP--> 1
Carried|VBN--> 1
Carriers|NNP--> 1
Carroll|NNP--> 1
Carrying|VBG--> 1
Cars|NNPS--> 2
Cars|NNS--> 2
Carson|NNP--> 2
Carstens|NNP--> 1
Carter|NNP--> 7
Cartoon|NNP--> 1
Carvain|NNP--> 1
Carved|JJ--> 1
Carver|NNP--> 3
Caryl|NNP--> 1
Cascade|NNP--> 4
Case|NN--> 1
Case|NNP--> 2
Casey|NNP--> 2
Cash|NN--> 1
Cash|NNP--> 2
Cash-pressed|JJ--> 1
Cashman|NNP--> 1
Casino|NN--> 1
Casino|NNP--> 1
Casinos|NNS--> 1
Caspar|NNP--> 2
Caspi|NNP--> 2
Cassatt|NNP--> 1
Cassell|NNP--> 1
Cast|VBN--> 1
Castaneda|NNP--> 2
Castle|NNP--> 4
Castleman|NNP--> 1
Castro|NNP--> 2
Castrol|NNP--> 1
Casualty|NNP--> 7
Catalyst|NNP--> 1
Catania|NNP--> 1
Catastrophe|NN--> 1
Catastrophic|NNP--> 3
Catching|VBG--> 1
Caterpillar|NNP--> 2
Cathcart|NNP--> 6
Cathedral|NN--> 1
Catherall|NNP--> 3
Catherine|NNP--> 1
Catholic|JJ--> 1
Catholic|NNP--> 3
Catholics|NNPS--> 4
Cato|NNP--> 1
Cattrall|NNP--> 1
Caucus|NNP--> 1
Caution|NN--> 3
Cavalier|NNP--> 1
Cavenee|NNP--> 2
Caygill|NNP--> 1
Cayne|NNP--> 2
Cecconi|NNP--> 1
Cecelia|NNP--> 1
Cecin|NNP--> 1
Ceco|NNP--> 1
Cedar|NNP--> 1
Cefiro|NNP--> 1
Celanese|NNP--> 1
Celebrity|NNP--> 1
Celica|NNP--> 1
Celimene|NNP--> 1
Cellular|NNP--> 9
Celnicker|NNP--> 1
Celtona|NNP--> 2
Cemetery|NN--> 1
Cemetery|NNP--> 3
Censorship|NN--> 2
Census|NNP--> 2
Centennial|NNP--> 1
Center|NNP--> 33
Centerior|NNP--> 2
Centers|NNP--> 2
Centers|NNPS--> 4
Centers|VBZ--> 1
Central|JJ--> 5
Central|NNP--> 16
Centre|NNP--> 1
Cents|NNS--> 2
Centurion|NNP--> 1
Century|NNP--> 1
Century-Fox|NNP--> 1
Ceramics|NNPS--> 1
Cereal|NN--> 1
Certain|NNP--> 1
Certainly|RB--> 4
Certificates|NNP--> 1
Certificates|NNPS--> 1
Cessna|NNP--> 1
Cetus|NNP--> 4
Cezanne|NNP--> 1
Chairman|NN--> 2
Chairman|NNP--> 100
Chairman-Elect|NNP--> 1
Chairperson|NNP--> 1
Challenge|NNP--> 2
Challenger|NNP--> 1
Challenges|VBZ--> 1
Chamber|NNP--> 7
Chamberlain|NNP--> 1
Chambers|NNP--> 2
Chambers|NNPS--> 1
Champion|NNP--> 3
Chancellor|NNP--> 26
Chancery|NNP--> 6
Chandler|NNP--> 4
Chandross|NNP--> 3
Change|NNP--> 1
Changes|NNS--> 1
Changing|VBG--> 1
Channel|NNP--> 11
Channing|NNP--> 1
Chapdelaine|NNP--> 1
Chapin|NNP--> 1
Chapman|NNP--> 1
Chapter|NN--> 27
Chapter|NNP--> 21
Characters|NNS--> 1
Chardon|NNP--> 1
Charge|VB--> 1
Charities|NNS--> 1
Charity|NN--> 1
Charles|NNP--> 37
Charleston|NNP--> 3
Charlet|NNP--> 1
Charlie|NNP--> 9
Charlotte|NNP--> 5
Charlottesville|NNP--> 1
Charter|NNP--> 7
Chartered|NNP--> 1
Chartwell|NNP--> 1
Chase|NNP--> 11
Chavanne-Ketin|NNP--> 1
Check|VB--> 1
Checkrobot|NNP--> 1
Cheerios|NNPS--> 3
Cheers|NNP--> 1
Cheez|NNP--> 1
Chekhov|NNP--> 2
Chekhovian|JJ--> 1
Chem|NNP--> 1
Chemex|NNP--> 1
Chemfix|NNP--> 1
Chemical|NN--> 1
Chemical|NNP--> 62
Chemicals|NNPS--> 2
Chemicals|NNS--> 2
Chemistry|NNP--> 1
Cheney|NNP--> 4
Cheng|NNP--> 2
Chengdu|NNP--> 1
Chernobyl|NNP--> 1
Cherry|NNP--> 1
Cheryl|NNP--> 1
Chesapeake|NNP--> 1
Chesebrough-Pond|NNP--> 1
Chessman|NNP--> 1
Chester|NNP--> 1
Chetta|NNP--> 1
Chevrolet|NNP--> 5
Chevron|NNP--> 14
Chevy|NNP--> 3
Chex|NNP--> 2
Chez|NNP--> 4
Chiappa|NNP--> 1
Chiat\|NNP--> 2
Chiat\/Day|NN--> 1
Chiat\/Day|NNP--> 4
Chiat\/Day\/Mojo|NNP--> 1
Chicago|NNP--> 100
Chicago-Helsinki|NNP--> 1
Chicago-Manchester|NNP--> 1
Chicago-Paris|NNP--> 1
Chicago-Warsaw|NNP--> 1
Chicago-area|JJ--> 1
Chicago-based|JJ--> 8
Chief|JJ--> 1
Chief|NNP--> 13
Chiefs|NNP--> 1
Chiefs|NNPS--> 2
Child|NN--> 2
Child|NNP--> 1
Children|NNP--> 1
Chile|NNP--> 7
Chilean|JJ--> 2
Chill|NNP--> 1
Chilmark|NNP--> 1
China|NNP--> 70
China-bound|JJ--> 1
Chinese|JJ--> 28
Chinese|NNP--> 8
Chinese|NNPS--> 8
Chip|NNP--> 1
Chipello|NNP--> 1
Chips|NNPS--> 1
Chirac|NNP--> 1
Chiron|NNP--> 7
Chisholm|NNP--> 1
Chiusano|NNP--> 3
Chivas|NNP--> 10
Choice|NN--> 1
Chojnowski|NNP--> 2
Cholet|NNP--> 2
Cholet-Dupont|NNP--> 2
Chong|NNP--> 2
Chore|NN--> 1
Chores|NNS--> 1
Chris|NNP--> 3
Christensen|NNP--> 2
Christian|JJ--> 4
Christian|NNP--> 9
Christianity|NNP--> 1
Christie|NNP--> 5
Christies|NNP--> 6
Christina|NNP--> 1
Christmas|NNP--> 12
Christmas-like|JJ--> 1
Christopher|NNP--> 18
Christy|NNP--> 1
Chrysler|NNP--> 30
Chubb|NNP--> 3
Chuck|NNP--> 4
Chugai|NNP--> 12
Chugoku|NNP--> 1
Chung|NNP--> 10
Church|NN--> 1
Church|NNP--> 9
Chyron|NNP--> 1
Cia.|NNP--> 1
Ciba|NNP--> 4
Ciba-Geigy|NNP--> 10
Cichan|NNP--> 1
Cie|NNP--> 7
Cie.|NNP--> 5
Ciera|NNP--> 1
Cigna|NNP--> 2
Cilcorp|NN--> 1
Cilcorp|NNP--> 5
Cima|NNP--> 1
Cimflex|NNP--> 1
Cincinnati|NNP--> 12
Cincinnati|NNS--> 1
Cincinnati-based|JJ--> 3
Cindy|NNP--> 1
Cinegrill|NNP--> 1
Cinematografica|NNP--> 1
Cineplex|NNP--> 15
Cinzano|NNP--> 1
Circle|NNP--> 3
Circuit|NN--> 1
Circuit|NNP--> 10
Circus|NNP--> 10
Citation|NNP--> 1
Citicorp|NNP--> 17
Citicorp|VB--> 1
Cities|NNPS--> 4
Cities\/ABC|NNP--> 6
Citing|VBG--> 3
Citizens|NNP--> 3
Citizens|NNPS--> 6
City|NN--> 3
City|NNP--> 82
City-based|JJ--> 1
City-type|JJ--> 1
Civic|NNP--> 1
Civil|JJ--> 1
Civil|NNP--> 3
Civilized|JJ--> 1
Clad|VBN--> 1
Claiborne|NNP--> 2
Claimants|NNPS--> 2
Claiming|VBG--> 1
Clara|NNP--> 1
Clarcor|NNP--> 4
Clarinet|NN--> 1
Clarion|NNP--> 1
Clark|NNP--> 8
Clarke|NNP--> 1
Clarksburg|NNP--> 1
Clarkson|NNP--> 6
Class|NN--> 10
Class|NNP--> 18
Classic|JJ--> 1
Classics|NNS--> 2
Classroom|NNP--> 1
Claude|NNP--> 2
Claudio|NNP--> 5
Claus|NNP--> 1
Clause|NN--> 2
Claws|NNS--> 1
Clay|NNP--> 1
Clayton|NNP--> 4
Clean|NNP--> 1
Cleaning|VBG--> 1
Clearing|NNP--> 1
Clearly|RB--> 4
Clements|NNP--> 2
Cleveland|NNP--> 8
Cleveland-based|JJ--> 2
Clients|NNS--> 2
Cliff|NNP--> 1
Clifford|NNP--> 3
Climate|NN--> 1
Clinic|NNP--> 2
Clint|NNP--> 1
Clinton|NNP--> 2
Close|NNP--> 2
Closed|JJ--> 1
Closely|RB--> 1
Closer|RBR--> 1
Clothes|NNPS--> 1
Clothiers|NNP--> 2
Clothing|NNP--> 2
Cloudcroft|NNP--> 1
Clow|NNP--> 1
Club|NNP--> 10
Clubs|NNP--> 1
Clubs|NNPS--> 1
Clubs|NNS--> 1
Clyde|NNP--> 1
Co|NNP--> 95
Co.|NNP--> 543
Coalition|NNP--> 1
Coast|NNP--> 23
Coast-based|JJ--> 1
Coates|NNP--> 6
Coatings|NNP--> 1
Coats|NNP--> 6
Coats|NNS--> 1
Coburn|NNP--> 1
Coca-Cola|NNP--> 9
Cockburn|NNP--> 3
Cocoa|NNP--> 2
Cocom|NNP--> 6
Coda|NNP--> 6
Code|NNP--> 14
Codifying|VBG--> 1
Coelho|NNP--> 4
Coen|NNP--> 1
Coeur|NNP--> 1
Coffee|NNP--> 2
Coffee-shop|NN--> 1
Coffield|NNP--> 1
Cohen|NNP--> 24
Cohens|NNPS--> 1
Cohodes|NNP--> 1
Coin|NNP--> 4
Coke|NN--> 1
Coke|NNP--> 12
Cokely|NNP--> 2
Col.|NNP--> 2
Cold|NNP--> 3
Coldwell|NNP--> 1
Cole|NNP--> 5
Coleman|NNP--> 2
Coles|NNP--> 1
Colgate|NNP--> 1
Colgate-Palmolive|NNP--> 3
Colin|NNP--> 2
Colinas|NNP--> 3
Collagen|NNP--> 1
Collateralized|NNP--> 1
Colleagues|NNS--> 1
College|NNP--> 4
Colleges|NNP--> 1
Collegiate|NNP--> 1
Collins|NNP--> 4
Collision|NNP--> 1
Collor|NNP--> 3
Colo|NNP--> 3
Colo.|NNP--> 4
Colodny|NNP--> 1
Colombia|NNP--> 10
Colombian|JJ--> 10
Colon|NN--> 1
Colonial|NNP--> 2
Colony|NN--> 1
Color|NNP--> 7
Colorado|NNP--> 11
Colson|NNP--> 1
Columbia|NNP--> 65
Columbus|NNP--> 2
Com|NNP--> 1
Combined|JJ--> 1
Combined|NNP--> 1
Combined|VBN--> 3
Combustion|NNP--> 3
Comcast|NNP--> 1
Comeau|NNP--> 1
Comedy|NNP--> 1
Comerica|NNP--> 1
Comes|VBZ--> 2
Comex|NNP--> 2
Comfort|NN--> 1
Comfort|NNP--> 2
Comission|NNP--> 1
Commandment|NN--> 1
Comment|NN--> 1
Commenting|VBG--> 1
Comments|NNS--> 4
Commerce|NNP--> 37
Commercial|JJ--> 6
Commercial|NN--> 1
Commercial|NNP--> 5
Commerzbank|NNP--> 5
Commission|FW--> 1
Commission|NNP--> 92
Commissioner|NNP--> 5
Commissioning|VBG--> 1
Commissions|NNS--> 1
Committee|NN--> 1
Committee|NNP--> 64
Committees|NNS--> 1
Commodities|NNP--> 3
Commodities|NNS--> 6
Commodity|NNP--> 12
Common|JJ--> 5
Common|NNP--> 2
Commons|NN--> 1
Commons|NNP--> 6
Commons|NNPS--> 4
Commonwealth|NNP--> 9
Communication|NNP--> 9
Communications|NNP--> 27
Communications|NNPS--> 26
Communion|NNP--> 1
Communism|NNP--> 1
Communist|JJ--> 9
Communist|NNP--> 18
Communists|NNPS--> 9
Community|NN--> 1
Community|NNP--> 36
Compania|NNP--> 1
Companies|NNP--> 1
Companies|NNPS--> 2
Companies|NNS--> 11
Company|NN--> 10
Company|NNP--> 10
Compaq|NNP--> 28
Compaq|VB--> 1
Comparable|JJ--> 1
Compare|VB--> 2
Compared|VBN--> 3
Comparing|VBG--> 1
Competing|VBG--> 1
Competition|NN--> 3
Competitors|NNS--> 1
Compiled|VBN--> 1
Complete|JJ--> 1
Completion|NN--> 3
Complex|JJ--> 1
Compliance|NN--> 1
Compliance|NNP--> 1
Complying|VBG--> 2
Components|NNP--> 3
Composite|NNP--> 20
Compounding|VBG--> 1
Comprehensive|NNP--> 13
Comptroller|NNP--> 4
Computations|NNS--> 1
Computer|NN--> 1
Computer|NNP--> 46
Computer-generated|JJ--> 1
ComputerLand|NNP--> 1
Computers|NNP--> 1
Computers|NNPS--> 2
Computers|NNS--> 3
Comsat|NNP--> 1
ConAgra|NNP--> 1
Conant|NNP--> 7
Conasupo|NNP--> 6
Conceptually|RB--> 1
Concern|NN--> 2
Concerned|JJ--> 1
Concerning|VBG--> 1
Concerns|NNS--> 2
Concert|NNP--> 1
Concocts|VBZ--> 1
Concord|NNP--> 4
Concurrence|NN--> 1
Conde|NNP--> 3
Condominium|NNP--> 1
Conduits|NNS--> 1
Cone|NNP--> 1
Confectioner|NNP--> 1
Confederation|NNP--> 2
Confederations|NNPS--> 1
Confer|NNP--> 1
Conferees|NNS--> 1
Conference|NN--> 4
Conference|NNP--> 7
Confession|NNP--> 1
Confidence|NN--> 1
Confidential|NNP--> 2
Confutatis|FW--> 1
Congdon|NNP--> 1
Conger|NNP--> 1
Congo|NNP--> 2
Congolese|JJ--> 1
Congress|NNP--> 198
Congressional|JJ--> 4
Congressional|NNP--> 8
Congressman|NNP--> 1
Congressmen|NNPS--> 1
Congressmen|NNS--> 3
Coniston|NN--> 1
Coniston|NNP--> 11
Conlon|NNP--> 2
Conn|NNP--> 10
Conn.|NNP--> 24
Conn.-based|JJ--> 3
Connaught|NN--> 1
Connaught|NNP--> 13
Connecticut|NNP--> 10
Connection|NN--> 1
Connectors|NNPS--> 1
Conner|NNP--> 5
Connie|NNP--> 5
Connoisseur|NNP--> 1
Connolly|NNP--> 4
Conoco|NNP--> 1
Conrades|NNP--> 1
Conrail|NNP--> 1
Conseco|NNP--> 3
Consensus|NNP--> 1
Consequently|RB--> 6
Conservancy|NNP--> 1
Conservation|NNP--> 1
Conservationists|NNS--> 1
Conservative|JJ--> 5
Conservative|NNP--> 1
Conservatives|NNPS--> 3
Conservatives|NNS--> 6
Conservatory|NNP--> 1
Consider|VB--> 8
Considered|VBN--> 1
Consistently|RB--> 1
Consolidated|NNP--> 6
Consolidation|NN--> 1
Consort|NNP--> 1
Consortium|NNP--> 1
Conspicuous|JJ--> 1
Conspiracy|NNP--> 1
Constable|NNP--> 1
Constant|JJ--> 1
Constitution|NNP--> 8
Constructeurs|NNP--> 1
Construction|NN--> 2
Construction|NNP--> 3
Constructions|NNP--> 1
Consultants|NNP--> 1
Consultants|NNPS--> 2
Consultants|NNS--> 1
Consulting|NNP--> 4
Consumer|NN--> 1
Consumer|NNP--> 5
Consumers|NNP--> 1
Consumers|NNPS--> 2
Consumers|NNS--> 4
Container|NNP--> 6
Containers|NNP--> 11
Containers|NNPS--> 2
Conte|NNP--> 2
Contel|NNP--> 9
Contemporary|NNP--> 1
Continent|NN--> 3
Continent|NNP--> 1
Continental|JJ--> 3
Continental|NNP--> 26
Continentals|NNS--> 1
Continential|NNP--> 1
Continued|JJ--> 2
Continuing|NNP--> 1
Contra|JJ--> 1
Contra|NNP--> 7
Contract|NN--> 1
Contracting|VBG--> 1
Contractors|NNS--> 2
Contrary|JJ--> 2
Contras|NNP--> 2
Contras|NNPS--> 10
Contras|NNS--> 1
Contributing|VBG--> 1
Control|NN--> 1
Control|NNP--> 34
Convenience|JJ--> 1
Convenience|NNP--> 6
Convention|NNP--> 3
Conventional|JJ--> 1
Conversation|NN--> 1
Conversely|RB--> 2
Conversion|NNP--> 1
Convertible|JJ--> 4
Convertible|NNP--> 1
Convex|NNP--> 1
Convict|NNP--> 1
Conway|NNP--> 2
Coogan|NNP--> 2
Cook|NNP--> 3
Cooper|NNP--> 2
Cooperation|NNP--> 1
Cooperative|NNP--> 1
Coopers|NNP--> 1
Coor|NNP--> 1
Coors|NNP--> 52
Coors|NNS--> 1
Copiague|NNP--> 1
Copper|NN--> 3
Copper|NNP--> 1
Copy|VBP--> 1
Copying|NNP--> 1
Copyright|NNP--> 1
Corazon|NNP--> 2
Corbehem|NNP--> 1
Corn|NNP--> 2
Cornell|NNP--> 1
Corners|NNPS--> 1
Corney|NNP--> 1
Corning|NNP--> 7
Cornish|NNP--> 1
Corolla|NNP--> 2
Corona|NNP--> 1
Coronets|NNPS--> 1
Corp|NNP--> 105
Corp.|NN--> 2
Corp.|NNP--> 648
Corporate|JJ--> 10
Corporate|NNP--> 5
Corporation|NNP--> 1
Corps|NNP--> 1
Corr|NNP--> 11
Corroon|NNP--> 1
Corrupt|NNP--> 3
Corruption|NNP--> 1
Corry|NNP--> 34
Cortes|NNP--> 1
Corvette|NNP--> 1
Cos|NNP--> 5
Cos.|NNP--> 12
Cos.|NNPS--> 2
Cosby|NNP--> 2
Cosgrove-Meurer|NNP--> 1
Cosmair|NNP--> 1
Cosmetics|NNPS--> 1
Cosmetics|NNS--> 2
Cosmos|NNP--> 1
Cost|NN--> 1
Costa|JJ--> 7
Costa|NNP--> 28
Costanza|NNP--> 1
Cotton|NN--> 1
Cotton|NNP--> 5
Cottrell|NNP--> 1
Coudert|NNP--> 1
Could|MD--> 1
Council|NN--> 2
Council|NNP--> 30
Counsel|NNP--> 1
Counter|NNP--> 2
Counterpoint|NN--> 2
Counting|VBG--> 1
Countries|NNP--> 1
Countries|NNPS--> 2
Country|NN--> 1
Country|NNP--> 2
County|NNP--> 35
Coupon|NN--> 1
Courant|NNP--> 1
Course|NNP--> 1
Court|NN--> 1
Court|NNP--> 74
Courtaulds|NNP--> 13
Courter|NNP--> 1
Courtis|NNP--> 1
Courts|NNS--> 1
Covas|NNP--> 1
Covell|NNP--> 1
Coventry|NNP--> 1
Cover|NNP--> 1
Cover-Up|NNP--> 1
Coverage|NNP--> 2
Covering|NNP--> 1
